Price,Close,High,Low,Open,Volume
Ticker,VMART.NS,VMART.NS,VMART.NS,VMART.NS,VMART.NS
Date,,,,,
2019-04-01,2674.2919921875,2736.5706288577153,2666.950289912137,2681.9831483710736,11286
2019-04-02,2701.410888671875,2711.8988954498577,2667.0002866345603,2686.9774424021466,12942
2019-04-03,2719.939697265625,2746.2097053686443,2703.508535734195,2721.8874211432653,14195
2019-04-04,2646.57373046875,2719.989778936412,2617.2071647646244,2719.989778936412,17965
2019-04-05,2641.878662109375,2688.026083444005,2617.4066481914483,2649.2703554873474,12737
2019-04-08,2578.7509765625,2676.938741099818,2567.2141209022006,2676.938741099818,16889
2019-04-09,2548.7353515625,2620.653111574931,2534.301905443469,2587.041644891604,9832
2019-04-10,2563.069091796875,2569.5116757767005,2547.1373588022134,2552.0816560954854,6365
2019-04-11,2540.145263671875,2614.959612007503,2527.110121191402,2562.0701426308087,5870
2019-04-12,2559.572998046875,2572.008728328449,2535.4006891401104,2572.008728328449,3103
2019-04-15,2610.714599609375,2636.9846086879766,2563.019139357538,2563.1191226828773,8084
2019-04-16,2677.38818359375,2691.921612500379,2607.0187044994395,2636.6847306403583,10104
2019-04-18,2639.930908203125,2677.3880719355375,2612.2625986984644,2677.3880719355375,5965
2019-04-22,2643.527099609375,2672.5439668158456,2591.8362096277706,2655.9628301659304,2173
2019-04-23,2694.61865234375,2706.954643782806,2628.9937433137807,2643.5271731519456,5919
2019-04-24,2740.416259765625,2746.858843553608,2670.2964936952626,2696.915955488997,5689
2019-04-25,2742.263916015625,2776.774499379841,2724.684166274301,2776.774499379841,3532
2019-04-26,2707.853515625,2756.797548032632,2691.971774082333,2756.797548032632,1958
2019-04-30,2781.918701171875,2795.802725773749,2706.754658615793,2706.9043897273523,11846
2019-05-02,2783.866455078125,2812.233916758802,2756.847305001324,2776.774467727082,59881
2019-05-03,2785.664794921875,2816.7291275435928,2748.3573569153114,2816.7291275435928,9884
2019-05-06,2795.15380859375,2795.802968615889,2706.954616509934,2706.954616509934,3890
2019-05-07,2686.977294921875,2820.724247900184,2652.017274247451,2820.724247900184,11994
2019-05-08,2605.270751953125,2684.530212736582,2602.024464233831,2661.955929820791,2625
2019-05-09,2591.88623046875,2628.5442625404967,2568.0633746643225,2568.0633746643225,1875
2019-05-10,2592.535400390625,2688.6254712551736,2523.164775475007,2636.8845888321807,11533
2019-05-13,2464.3818359375,2576.95305759592,2352.310043162979,2576.95305759592,41301
2019-05-14,2381.127197265625,2477.167274496249,2313.4545832143663,2477.167274496249,30227
2019-05-15,2386.470947265625,2453.8938470783505,2378.28036228295,2402.25294888303,9169
2019-05-16,2289.9814453125,2387.2700955967157,2267.4071619265874,2387.2700955967157,12264
2019-05-17,2225.804931640625,2292.328716461303,2207.5257846727645,2252.0249495440144,12609
2019-05-20,2298.97119140625,2347.315810990019,2228.451733752652,2297.322929732538,15965
2019-05-21,2232.697021484375,2342.32167112442,2209.473576344229,2342.32167112442,8486
2019-05-22,2282.589599609375,2298.371600265337,2209.5232553638043,2277.3955882681303,5195
2019-05-23,2257.21875,2372.2871118752405,2243.7341706272355,2342.5211027096766,8472
2019-05-24,2291.979248046875,2316.351281275396,2260.6649578898405,2295.375267085321,2330
2019-05-27,2368.69140625,2411.542554301399,2287.8839037875464,2288.433324377009,6137
2019-05-28,2501.439697265625,2537.098872807933,2394.661649569361,2395.2610618084345,18778
2019-05-29,2482.960693359375,2564.517332732577,2437.212958722478,2535.1010201793647,6260
2019-05-30,2481.362548828125,2504.5859931539485,2445.553642281499,2497.0445678370793,2290
2019-05-31,2463.6328125,2505.8345552431156,2427.2244938643885,2488.1548206650996,12740
2019-06-03,2397.708251953125,2463.6328693573123,2374.2850843902047,2437.21312827602,5133
2019-06-04,2393.86279296875,2431.0702474478226,2377.381638635738,2422.1802663693134,4316
2019-06-06,2335.828857421875,2418.23462211604,2322.3942694046927,2418.23462211604,5598
2019-06-07,2314.703125,2344.269168344704,2279.9428262199053,2331.633715240041,8152
2019-06-10,2262.1630859375,2341.222579187346,2239.3390888393496,2341.222579187346,10175
2019-06-11,2256.219970703125,2320.796027732896,2237.491387589878,2242.485676420077,8327
2019-06-12,2177.509765625,2257.4183808772937,2147.2943204827266,2256.319539872878,24300
2019-06-13,2168.520263671875,2192.442858987473,2116.679641877765,2174.513410416247,7987
