Price,Close,High,Low,Open,Volume
Ticker,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS,SHOPERSTOP.NS
Date,,,,,
2019-10-14,392.2840270996094,395.7396545410156,379.976318359375,385.9408264160156,7209
2019-10-15,374.6272277832031,394.65087890625,373.01776123046875,387.0769348144531,56349
2019-10-16,372.2603454589844,378.6982116699219,370.2721862792969,378.6982116699219,4568
2019-10-17,373.1124267578125,377.5621337890625,369.325439453125,372.54437255859375,7944
2019-10-18,372.9704284667969,376.75738525390625,369.2781066894531,369.2781066894531,2794
2019-10-22,379.0295715332031,382.1538391113281,370.6982116699219,381.4911193847656,7362
2019-10-23,373.4911193847656,382.4851989746094,371.976318359375,382.4851989746094,7409
2019-10-24,356.30767822265625,371.64495849609375,355.0769348144531,369.325439453125,15751
2019-10-25,349.3964538574219,360.0,346.79290771484375,356.023681640625,6166
2019-10-27,350.24853515625,354.0828552246094,345.5621337890625,345.5621337890625,1312
2019-10-29,347.9289855957031,354.0354919433594,345.6094665527344,350.3905334472656,5932
2019-10-30,346.31951904296875,352.9467468261719,344.75738525390625,350.2958679199219,7994
2019-10-31,354.31951904296875,363.55029296875,342.3905334472656,342.3905334472656,14519
2019-11-01,359.7159729003906,366.34320068359375,356.30767822265625,359.7633056640625,6295
2019-11-04,360.8994140625,364.9230651855469,357.9171447753906,357.9171447753906,5638
2019-11-05,351.00592041015625,361.5148010253906,348.4023742675781,361.325439453125,10484
2019-11-06,348.2130126953125,351.19525146484375,346.5088806152344,350.2958679199219,4932
2019-11-07,350.9112548828125,353.89349365234375,349.34912109375,349.34912109375,2715
2019-11-08,349.20709228515625,360.99407958984375,343.8580017089844,360.99407958984375,4705
2019-11-11,348.54437255859375,359.7633056640625,347.5976257324219,349.34912109375,3754
2019-11-13,342.24853515625,358.8165588378906,339.88165283203125,358.76922607421875,28333
2019-11-14,341.3964538574219,345.5148010253906,340.8283996582031,342.7218933105469,384724
2019-11-15,345.89349365234375,354.55621337890625,341.775146484375,341.775146484375,7175
2019-11-18,339.0295715332031,348.78106689453125,337.9881591796875,348.78106689453125,17812
2019-11-19,333.34912109375,340.9704284667969,331.3609313964844,339.88165283203125,13314
2019-11-20,334.76922607421875,337.9881591796875,331.3609313964844,336.09466552734375,4104
2019-11-21,328.8994140625,345.46746826171875,328.5207214355469,345.46746826171875,29816
2019-11-22,325.01776123046875,332.30767822265625,322.8402404785156,332.30767822265625,20525
2019-11-25,323.3135986328125,328.7100524902344,320.0,322.6982116699219,27165
